Brands,Model,Price,money_off,discount,Internal Storage,Solid State Storage,Display,Shop,Shop Type,Video Memory,JingDong,href,used,Display_type,Processor,Version,Touch control,Screen size,Sale,Favorable rate
戴尔,灵越7590,8499,,,4G,,GTX1650,戴尔启予专卖店,0, ,0,//item.jd.com/50328416358.html,0,1,i7,九代,0,15.6,70,100
联想,x1,2599,,,8G,256G, ,雷纽二手商品专营店,0, ,0,//item.jd.com/54278929540.html,1,0,i5, ,1,14,90,100
惠普,HP,6299,,,8G,512G,MX250,惠普峻峰专卖店,0,2G,0,//item.jd.com/60398891420.html,0,1,i7,十代,0,14,1,100
联想,领券满1999减100,1659,2999,200,8G,, ,扬健二手商品专营店,0, ,0,//item.jd.com/33576393115.html,1,0,, ,0,,200,97
机械革命,机械革命X3-S/X8TI-S,7099,3000,300,6G,8T, ,机械革命沃美嘉专卖店,0,6G,0,//item.jd.com/47300233130.html,0,1,i7,十代,0,17.3,30,100
华硕,Mars15,7599,,,16G,1024G,GTX1650,华硕蓝鸿笔记本专卖店,0, ,0,//item.jd.com/53799344068.html,0,0,, ,0,15.6,300,94
惠普,星15青春版,4699,,,8G,512G,MX330,惠普汇通专卖店,0, ,0,//item.jd.com/68457651201.html,0,0,,一代,0,15.6,4,100
联想,,3399,1000,100,8G,512G, ,联想授权旗舰店,0, ,0,//item.jd.com/46890030933.html,0,0,R5,十代,0,14,50,100
Apple,MacBookPro,8399,,,8G,128G, ,Apple产品京东自营旗舰店,1, ,0,//item.jd.com/100006728984.html,0,0,i5,八代,1,,5500,94
nan,快速者K81,2999,3000,200,8G,128G, ,快速者电脑旗舰店,0,2G,0,//item.jd.com/42377878260.html,0,1,i7, ,0,15.6,200,99
联想,E15,5799,,,8G,512G, ,ThinkPad华中授权专卖店,0,2G,0,//item.jd.com/11828662531.html,0,1,i7,十代,0,15.6,700,99
联想,小新Air13,3999,3000,200,8G,512G, ,联想京东自营官方旗舰店,1, ,0,//item.jd.com/52691231553.html,0,0,i5,十代,0,13.3,200,93
华为,MagicBookPro,4129,3000,30,16G,512G, ,荣耀策山专卖店,0, ,0,//item.jd.com/58574152783.html,0,2,R5, ,0,16.1,600,97
惠普,星14青春版,3499,2980,300,8G,512G, ,惠普康特专卖店,0,2G,0,//item.jd.com/48108848471.html,0,1,R5, ,0,,100,92
联想,E495,2588,1000,100,8G,256G, ,ThinkPad东南授权专卖店,0, ,0,//item.jd.com/27872295977.html,0,0,R3, ,0,14,100,97
联想,小新潮7000-14,2799,,,4G,128G, ,联想华北授权专卖店,0,2G,0,//item.jd.com/34309184495.html,0,1,R5, ,0,,20,100
华为,MateBook14,6388,,,16G,512G,MX350,华为航智专卖店,0, ,0,//item.jd.com/65486652540.html,0,0,i5,十代,1,,100,100
惠普,ENVY15,6899,5000,600,4G,,MX330,惠普电脑授权专卖店,0,4G,0,//item.jd.com/59576139917.html,0,1,i7,十代,1,15.6,50,91
联想,小新15,4849,,,8G,512G,MX350,联想有点授权专卖店,0, ,0,//item.jd.com/32537837002.html,0,1,i5,十代,0,15.6,400,94
联想,A285,3699,4000,400,8G,256G, ,ThinkPad京东官方自营旗舰店,1,8G,0,//item.jd.com/46551853739.html,0,0,R5, ,0,12.5,200,93
外星人,area-51m,23999,,,,, ,外星人京东自营旗舰店,1, ,0,//item.jd.com/100010179198.html,0,0,i7,九代,0,17.3,70,100
苹果,MacBookAir,7128,,,,256G, ,Apple无限专卖店,0, ,0,//item.jd.com/53675333525.html,0,0,i3, ,0,13.3,30,100
联想,扬天V340,4499,5000,600,16G,512G, ,联想扬天京东自营授权旗舰店,1,2G,0,//item.jd.com/62875777094.html,0,1,i5,十代,0,15.6,200,93
华为,MagicBook14,3719,1000,20,8G,512G, ,荣耀方和专卖店,0,8G,0,//item.jd.com/50342281713.html,0,0,R5, ,0,,200,97
惠普,星15,4999,5000,600,8G,512G,MX250,惠普电脑授权专卖店,0,2G,0,//item.jd.com/38087790721.html,0,1,i5,十代,0,15.6,100,95
Apple,macbookpro,10268,,,8G,512G, ,集合数码专营店,0, ,0,//item.jd.com/33793204889.html,0,0,, ,0,13.3,5,100
华为,MateBookX,9988,,,16G,512G, ,华为千百回专卖店,0, ,0,//item.jd.com/32769481277.html,0,1,i7,十代,1,13.9,400,99
惠普,,1998,2000,300,4G,256G, ,惠普宇熙世纪专卖店,0, ,0,//item.jd.com/61111756220.html,0,0,, ,0,14,30,83
ROG,幻15,12999,,,16G,512G,GTX1660,ROG京东自营官方旗舰店,1,6G,0,//item.jd.com/100003876779.html,0,0,i7,十代,0,,700,94
神舟,神舟战神K670C/K670/K680,4588,4900,600,8G,512G,MX250,神舟海神专卖店,0,8G,0,//item.jd.com/62643458594.html,0,0,i5, ,0,,100,98
雷神,酷睿i7,2449,1499,30,8G,1152G,GTX950,亿柯二手电脑专营店,0, ,0,//item.jd.com/47484466625.html,1,0,i7, ,0,15.6,1000,94
华硕,飞行堡垒7,3829,4000,300,4G,512G,GTX1650,clife旗舰店,0,8G,0,//item.jd.com/34301693617.html,0,1,R5,九代,0,15.6,1000,94
华为,MateBook13,5499,,,8G,512G, ,华为航智专卖店,0, ,0,//item.jd.com/66978200123.html,0,0,i5, ,0,13,10,87
惠普,Spectrex360,16999,,,16G,1024G,GTX1650,惠普中国京东自营官方旗舰店,1, ,0,//item.jd.com/69534408909.html,0,0,i7,十代,0,15.6,0,100
微星,强袭2,19999,,,16G,1024G, ,微星游戏本京东自营官方旗舰店,1, ,0,//item.jd.com/100007094061.html,0,0,i7,十代,0,15.6,2,100
小米,RedmiBook,3059,1000,310,8G,512G,MX250,天泰数码专营店,0,2G,0,//item.jd.com/50685995843.html,0,1,i5,十代,0,14,100,94
神舟,神舟战神K670C/K670/K680,4499,3000,300,8G,,MX250,神舟游戏本专卖店,0, ,0,//item.jd.com/11455014870.html,0,0,i5, ,0,,600,92
联想,T495,4799,5000,300,8G,512G, ,ThinkPad成都授权专卖店,0, ,0,//item.jd.com/69580849515.html,0,0,R7, ,0,14,8,100
神舟,神舟战神K670D/K680E,2988,3000,300,8G,,GTX1050,神舟大本航专卖店,0, ,0,//item.jd.com/28925378505.html,0,1,, ,0,15.6,70,96
戴尔,灵越游匣G3/G5,5599,2980,300,4G,1152G,GTX1650,戴尔速达专卖店,0,8G,0,//item.jd.com/56490827693.html,0,1,i5,十代,0,15.6,100,98
宏碁,宏基掠夺者战斧700,34999,,,8G,64G, ,宏碁地升专卖店,0,8G,0,//item.jd.com/69088914314.html,0,1,i9, ,0,17.3,1,100
华硕,Vivobook15,3099,3000,300,8G,512G,MX330,华硕金新荣专卖店,0,8G,0,//item.jd.com/62359412691.html,0,0,, ,0,15.6,200,100
超薄,还享晒单返50,1219,100,10,4G,128G, ,得峰旗舰店,0, ,0,//item.jd.com/53928848437.html,0,0,, ,0,11.6,200,92
联想,X1,1899,1999,100,8G,, ,立诗文二手笔记本专营店,0,8G,0,//item.jd.com/32866062339.html,1,0,i7, ,0,14,700,91
联想,E480,2799,,,4G,256G, ,ThinkPad华东授权专卖店,0,2G,0,//item.jd.com/25579502144.html,0,1,i3, ,0,14,200,98
华为,magicbook201,3579,1000,30,8G,512G, ,建极笔记本专营店,0, ,0,//item.jd.com/65885196515.html,0,0,i3, ,0,,60,100
联想,C940,12699,,,16G,1024G, ,联想京东自营旗舰店,1, ,0,//item.jd.com/100010755486.html,0,0,i7, ,0,14,100,97
联想,X1,13999,,,16G,512G, ,ThinkPad京东自营旗舰店,1,4G,0,//item.jd.com/100005044357.html,0,0,i7, ,0,14,700,94
联想,「刘海屏2020,5999,,,8G,, ,联想电脑授权专卖店,0, ,0,//item.jd.com/34135738491.html,0,1,i7, ,0,14,300,96
神舟,神舟战神K670C/K670/K680,2988,3000,300,8G,,MX250,神舟海神专卖店,0, ,0,//item.jd.com/40818101698.html,0,0,, ,0,,600,97
Apple,MacBookAir,5478,,,8G,128G, ,圳豪数码专营店,0, ,0,//item.jd.com/13567098387.html,0,0,i5, ,0,13.3,3800,98
Apple,macbookpro,9168,,,8G,256G, ,集合数码专营店,0, ,0,//item.jd.com/33793204888.html,0,0,, ,0,13.3,8,100
VAIO,SX12,9788,,,8G,256G, ,VAIO京东自营旗舰店,1, ,0,//item.jd.com/100010816650.html,0,0,i5, ,0,12.5,20,75
惠普,星14青春版,2199,2000,100,4G,, ,惠普鑫强利达专卖店,0,8G,0,//item.jd.com/68974116384.html,0,0,, ,0,14.1,0,100
戴尔,灵越燃5000,4299,,,8G,256G,MX250,戴尔华宏创天专卖店,0, ,0,//item.jd.com/30117505153.html,0,0,i5, ,0,,2600,99
神舟,神舟战神Z7/Z7M/9/10代i5/i7GTX1650/1660Ti,4688,4900,600,8G,,GTX1650,神舟海神专卖店,0, ,0,//item.jd.com/41386805058.html,0,0,i7, ,0,,800,97
联想,x1,3149,,,8G,256G, ,雷纽二手商品专营店,0, ,0,//item.jd.com/60589939344.html,1,0,i5, ,1,14,100,96
神舟,神舟精盾U65E,2888,3000,300,8G,,MX250,神舟大本航专卖店,0, ,0,//item.jd.com/28330322466.html,0,1,i5, ,0,,200,98
联想,拯救者R7000,7599,2980,300,4G,,GTX1650,联想有点授权专卖店,0, ,0,//item.jd.com/52858503634.html,0,1,i9, ,0,15.6,10,100
联想,R480,4199,,,8G,256G, ,ThinkPad福建授权专卖店,0,2G,0,//item.jd.com/64544649838.html,0,1,i5, ,0,14,300,99
雷神,雷神911MP伪装者2,5988,3000,300,8G,512G,GTX1650,雷神京东官方自营旗舰店,1,4G,0,//item.jd.com/68462245048.html,0,0,,十代,0,17.3,60,100
戴尔,酷睿10,3119,1000,20,8G,256G, ,戴尔金盛专卖店,0, ,0,//item.jd.com/56497033786.html,0,2,i3,十代,0,15.6,100,97
戴尔,XPS13-7390,14999,,,16G,512G, ,戴尔京东自营官方旗舰店,1, ,0,//item.jd.com/100009645486.html,0,0,i7,十代,1,13.4,100,94
薄锐,薄锐ENVY13,6399,1000,100,8G,1024G, ,惠普九州专卖店,0,2G,0,//item.jd.com/16637980022.html,0,1,i5, ,0,13.3,100,97
神舟,神舟战神K670D/K680E,3488,3000,300,8G,512G,GTX1050,神舟大本航专卖店,0, ,0,//item.jd.com/30647685720.html,0,1,i5, ,0,15.6,80,97
海尔,i5-10210U,3699,,,8G,512G, ,海尔电脑京东自营旗舰店,1, ,0,//item.jd.com/100012177984.html,0,0,i5,十代,0,15.6,20,100
得峰,红色镜面全面屏Intel-N3520,1529,100,10,8G,128G, ,得峰旗舰店,0, ,0,//item.jd.com/44028948499.html,0,0,, ,0,15.6,800,98
戴尔,E6430,1250,500,50,8G,, ,锶湘二手笔记本专营店,0, ,0,//item.jd.com/40253530138.html,1,1,i5, ,0,14,400,98
联想,超薄本i5三代4G120G固态仅售998,488,799,30,4G,, ,蓝鸿二手商品专营店,0,2G,0,//item.jd.com/42614385419.html,1,0,i5,三代,0,,1800,94
雷神,预售款同价直降200,2879,1499,30,,,GTX1060,呱子二手笔记本电脑专营店,0,2G,0,//item.jd.com/65491921806.html,1,0,i7, ,0,15.5,40,100
惠普,光影精灵5,5099,,,8G,512G,GTX1050,惠普中国京东自营官方旗舰店,1,3G,0,//item.jd.com/50031668308.html,0,1,i5, ,0,15.6,1300,94
惠普,ENVY13,6299,,,8G,1024G, ,惠普中国京东自营官方旗舰店,1,2G,0,//item.jd.com/55325663401.html,0,1,i5,十代,0,13.3,1100,95
联想,小新Pro13s,7289,,,16G,512G, ,联想京东自营旗舰店,1, ,1,//item.jd.com/100010752342.html,0,0,i5, ,0,13.3,200,97
戴尔,G5,8289,,,8G,512G,GTX1660,戴尔京东自营官方旗舰店,1,6G,0,//item.jd.com/100011387068.html,0,1,i7,九代,0,15.6,600,90
外星人,m17,11499,,,,,GTX1660,外星人京东自营旗舰店,1, ,0,//item.jd.com/100012792134.html,0,0,R3,九代,0,17.3,70,93
联想,E15,5149,,,8G,512G, ,ThinkPad华东授权专卖店,0, ,0,//item.jd.com/65801653763.html,0,1,,十代,0,15.6,100,100
联想,人气推荐：累计销量2,1158,,,8G,, ,悦企二手商品专营店,0, ,0,//item.jd.com/26644745130.html,1,0,i5, ,0,14,400,99
联想,E14,7899,,,8G,5T, ,ThinkPad华中授权专卖店,0,2G,0,//item.jd.com/66480361384.html,0,1,i7,十代,0,14,0,100
VAIO,SX14,11788,,,8G,512G, ,VAIO京东自营旗舰店,1, ,0,//item.jd.com/100010816654.html,0,0,i7, ,0,14,10,100
惠普,i7-9750H,23999,,,8G,512G, ,惠普京东自营官方旗舰店,1,8G,0,//item.jd.com/100003693799.html,0,1,i7, ,0,15.6,40,71
联想,拯救者r7000,4589,5000,600,16G,256G, ,联想电脑授权专卖店,0,4G,0,//item.jd.com/31014227526.html,0,0,R5, ,0,15.6,500,89
戴尔,灵越5000,4599,,,8G,256G,MX250,戴尔启予专卖店,0, ,0,//item.jd.com/21503487289.html,0,0,i5, ,0,13.3,1600,98
炫龙,炫龙KP3Plus/16系强显/九代台式CPU,4788,5000,600,8G,512G, ,炫龙专卖店,0, ,0,//item.jd.com/53756284193.html,0,0,,九代,0,16.1,100,97
神舟,神舟战神Z7/Z8/Z7M/TX7系列GTX1650/RTX2060显卡IPS,4399,4900,600,8G,512G,GTX1650,神舟游戏本专卖店,0, ,0,//item.jd.com/29644838916.html,0,0,i7,九代,0,,200,98
联想,V330,1996,2000,100,4G,128G, ,联想北达兴科专卖店,0,2G,0,//item.jd.com/26153597886.html,0,1,, ,0,15.6,2500,98
惠普,星14青春版,1799,2000,300,4G,128G, ,惠普老熟人专卖店,0, ,0,//item.jd.com/27214511686.html,0,0,, ,0,14,500,95
联想,拯救者R7000,4689,5000,600,8G,1024G,GTX1650,联想电脑授权专卖店,0,4G,0,//item.jd.com/52128280830.html,0,1,R5, ,0,15.6,800,88
华为,MateBook13,4699,,,,512G, ,华为航智专卖店,0, ,0,//item.jd.com/65634708448.html,0,0,R5, ,0,13,100,96
格莱富,grefu,1318,100,10,8G,128G, ,格莱富电脑旗舰店,0,5G,0,//item.jd.com/34735947181.html,0,0,,八代,0,15.6,100,97
戴尔,灵越5000,4279,2000,100,8G,512G,MX230,戴尔卓越专卖店,0,2G,0,//item.jd.com/59852955570.html,0,1,i5,十代,0,15.6,100,95
联想,X1,16699,,,16G,1024G, ,ThinkPad京东自营旗舰店,1,4G,0,//item.jd.com/100008895714.html,0,0,i7, ,0,14,900,94
宏碁,蜂鸟5,4978,,,8G,512G, ,宏碁京东自营旗舰店,1, ,0,//item.jd.com/100004162920.html,0,0,, ,0,14,100,91
戴尔,游匣G3,6889,,,8G,512G,GTX1660,戴尔京东自营官方旗舰店,1,6G,0,//item.jd.com/100009748534.html,0,1,i7,九代,0,15.6,1300,89
微星,绝影GS65,8499,,,8G,512G,GTX1660,微星游戏本京东自营官方旗舰店,1,8G,0,//item.jd.com/100003356149.html,0,0,i7, ,0,15.6,800,93
戴尔,灵越5593,4299,,,8G,1152G,MX230,戴尔天赐专卖店,0, ,0,//item.jd.com/37436243478.html,0,0,i5, ,0,15.6,90,100
华为,MateBook14,6388,,,16G,512G, ,华为比特专卖店,0, ,0,//item.jd.com/65533471740.html,0,1,i5,十代,1,14,60,93
联想,拯救者R7000,5899,2980,300,4G,32G,GTX1650,联想华东授权专卖店,0, ,0,//item.jd.com/23775777471.html,0,1,i7, ,0,,20,93
戴尔,灵越5493燃5000,4499,3000,300,8G,512G, ,戴尔速达专卖店,0,8G,0,//item.jd.com/11038818379.html,0,1,i5,十代,0,14,2100,98
微星,GL65,6299,,,8G,512G,GTX1650,微星游戏本京东自营官方旗舰店,1,8G,0,//item.jd.com/100010816618.html,0,1,i7, ,0,15.6,600,94
小米,i5-8250U,3919,100,20,8G,512G, ,小米阳光专卖店,0,8G,0,//item.jd.com/40213735497.html,0,0,i5, ,0,,400,97
机械革命,,4899,3000,300,8G,512G,GTX1650,机械革命沃美嘉专卖店,0, ,0,//item.jd.com/55254853580.html,0,0,i5,十代,0,15.6,40,95
惠普,星14,5599,,,16G,512G,MX330,惠普授权旗舰店,0, ,0,//item.jd.com/68042747672.html,0,0,i5,十代,0,,20,100
机械革命,十代四核i7,4699,,,8G,512G,MX350,机械革命京东自营官方旗舰店,1, ,1,//item.jd.com/100006881261.html,0,0,i7,十代,0,14,800,92
联想,,3399,1000,100,8G,512G, ,联想授权旗舰店,0, ,0,//item.jd.com/36324360011.html,0,0,R5,一代,0,14,6500,99
联想,扬天V130/威5,3899,2000,100,8G,1152G, ,联想扬天京东自营授权旗舰店,1,2G,0,//item.jd.com/45849640367.html,0,1,i5, ,0,14,500,94
宏碁,都是十代酷睿i7,4299,3000,300,,55G, ,Acer宏碁旗舰店,0,2G,0,//item.jd.com/28082805153.html,0,1,i7,十代,0,15.6,1100,95
联想,V330/V14,3199,2000,100,8G,512G, ,联想扬天授权旗舰店,0, ,0,//item.jd.com/27819333867.html,0,1,R5,十代,0,14,200,91
联想,X1,8499,,,8G,, ,ThinkPad京东官方自营旗舰店,1,8G,0,//item.jd.com/55296807789.html,0,0,i5,八代,0,14,100,95
联想,T490s,8499,,,8G,32G, ,ThinkPad京东官方自营旗舰店,1,8G,0,//item.jd.com/55727983328.html,0,0,i5,八代,0,14,100,92
宏碁,蜂鸟7,12888,,,16G,512G, ,宏碁京东自营旗舰店,1, ,0,//item.jd.com/100003909385.html,0,0,i7, ,1,14,40,100
联想,拯救者R7000,4499,2980,300,8G,256G,GTX1650,联想华东授权专卖店,0,4G,0,//item.jd.com/14713428036.html,0,1,i7, ,0,,1300,99
戴尔,游匣G5,8289,,,8G,512G,GTX1660,戴尔京东自营官方旗舰店,1,6G,0,//item.jd.com/100011582086.html,0,0,i7,九代,0,15.6,300,88
惠普,星14青春版,1899,2000,300,4G,128G, ,惠普老熟人专卖店,0, ,0,//item.jd.com/37055654184.html,0,0,, ,0,14,40,82
联想,热卖i5-1035G1/8G/512G,4999,,,8G,512G,MX350,联想有点授权专卖店,0,8G,0,//item.jd.com/25701827651.html,0,0,i5,十代,0,14,400,92
华硕,VivoBook15,6499,3000,200,,1024G,MX250,华硕汉腾专卖店,0, ,0,//item.jd.com/25878247096.html,0,0,i7,十代,0,15.6,100,98
戴尔,灵越7490,8419,3000,20,16G,512G,MX250,戴尔官方旗舰店,0,2G,0,//item.jd.com/55273379553.html,0,1,i7,十代,0,14,100,100
Apple,维世迈Mac电脑全店低价火爆热销！白条免息,2980,2999,30,4G,256G, ,维世迈二手电脑专营店,0, ,0,//item.jd.com/67438836386.html,1,0,, ,0,13.3,100,100
惠普,HP200,1999,2000,200,4G,256G, ,惠普峻峰专卖店,0, ,0,//item.jd.com/31478221832.html,0,0,, ,0,14,3200,98
宏碁,sf114,3199,,,8G,128G, ,宏碁宏奥专卖店,0, ,0,//item.jd.com/65818202375.html,0,0,, ,0,14,3,100
微软,Book2,16258,1000,100,16G,256G,GTX1060,微软京东自营官方旗舰店,1, ,0,//item.jd.com/6663565.html,0,0,i7, ,1,15,1100,97
华硕,飞行堡垒7,7289,,,16G,512G,GTX1660,华硕京东自营官方旗舰店,1, ,0,//item.jd.com/100005167987.html,0,0,i7, ,0,,9400,91
华为,MateBook14,6388,,,16G,512G,MX350,华为千百回专卖店,0, ,0,//item.jd.com/60207481892.html,0,0,i5,十代,1,,700,99
联想,推荐1,1209,,,8G,, ,优本二手电脑专营店,0,1G,0,//item.jd.com/35082176571.html,1,1,i5,六代,0,12.5,900,94
华为,MateBookD,3999,,,8G,256G, ,华为新通路专卖店,0, ,0,//item.jd.com/31264681781.html,0,0,R5, ,0,,400,98
雷神,雷神911ST黑武士3全面屏轻薄金属游戏本10代i7-10750H,5088,3000,300,8G,512G,GTX1650,雷神京东官方自营旗舰店,1, ,0,//item.jd.com/67144459772.html,0,1,i7, ,0,,40,100
华为,MateBook13,5488,,,8G,512G, ,华为兴汇聚专卖店,0, ,0,//item.jd.com/65466349541.html,0,1,i5,十代,1,,100,98
戴尔,成就5590,4899,2000,100,8G,512G, ,戴尔卓越专卖店,0,2G,0,//item.jd.com/11095030422.html,0,1,i5,十代,0,15.6,300,98
联想,X1,12099,,,8G,512G, ,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100006611324.html,0,0,i7, ,0,14,600,91
戴尔,拍拍i7轻薄商务办公本酷睿i5,819,700,20,4G,1024G,GTX960,麦洛二手商品专营店,0,8G,0,//item.jd.com/45774171423.html,1,1,i7, ,0,15.6,100,91
神舟,神舟战神Z8Z9/G8,5399,4900,600,8G,512G, ,神舟游戏本专卖店,0, ,0,//item.jd.com/11160908394.html,0,0,i7,十代,0,,600,97
华硕,飞行堡垒7,7179,2000,5,8G,512G, ,华硕电脑官方旗舰店,0, ,0,//item.jd.com/59832011678.html,0,0,i7,九代,0,15.6,2400,95
惠普,下单送电脑包|鼠标|鼠标垫|清洁套装,2699,2980,300,8G,256G, ,惠普蓝星专卖店,0, ,0,//item.jd.com/44714563331.html,0,0,R7, ,0,,60,94
联想,X1,9999,,,8G,, ,ThinkPad上海授权专卖店,0,4G,0,//item.jd.com/29668377581.html,0,0,i5, ,0,14,100,98
神舟,神舟战神Z7/Z7M十代i5/i7GTX1650/1660Ti独显IPS,4699,4900,600,8G,512G,GTX1650,神舟游戏本专卖店,0,6G,0,//item.jd.com/32114127146.html,0,1,i5,十代,0,,1300,93
机械师,机械师T58,4779,5000,300,4G,512G,GTX1650,MACHENIKE机械师旗舰店,0,8G,0,//item.jd.com/1803497349.html,0,1,i5,十代,0,,20000,98
炫龙,炫龙DD3Plus/DD2Plus/DC2畅玩版/高性能显卡/台式CPU/IPS,4688,5000,600,8G,512G,GTX1050,炫龙专卖店,0, ,0,//item.jd.com/30453756292.html,0,0,, ,0,,500,98
Apple,维世迈Mac电脑全店低价火爆热销！白条免息,2899,2999,30,4G,128G, ,维世迈二手电脑专营店,0, ,0,//item.jd.com/67438836383.html,1,0,, ,0,13.3,100,100
雷神,大屏/72%色域144HZ,6099,3000,300,8G,512G,GTX1650,Thunderobot雷神旗舰店,0, ,0,//item.jd.com/68646224107.html,0,0,i7,十代,0,17.3,7,100
惠普,星15青春版,5399,,,8G,512G,MX330,惠普汇通专卖店,0, ,0,//item.jd.com/68467927050.html,0,0,,一代,0,15.6,4,100
华为,MateBook14,5855,99,11,8G,512G,MX250,华为泰锐专卖店,0, ,0,//item.jd.com/68953491050.html,0,0,i5, ,1,,30,100
华为,MateBook13,5988,,,16G,512G, ,华为千百回专卖店,0, ,0,//item.jd.com/56015296627.html,0,1,i5,十代,1,13,900,98
联想,Yoga12,2488,1998,50,8G,512G, ,淘贝二手电脑专营店,0, ,0,//item.jd.com/50576630686.html,1,0,i5, ,1,,500,99
nan,快速者K81,3299,3000,200,8G,256G, ,快速者电脑旗舰店,0,2G,0,//item.jd.com/42377878262.html,0,1,i7, ,0,15.6,200,99
联想,V340,2799,3000,300,8G,512G, ,联想佳运汇通专卖店,0,2G,0,//item.jd.com/38253177046.html,0,1,i3,十代,0,15.6,600,87
华为,MateBookX,7699,,,8G,512G, ,华为京东自营官方旗舰店,1, ,0,//item.jd.com/100005414345.html,0,2,i5, ,0,13.9,1500,92
技嘉,i7-10750H,11289,,,16G,512G, ,技嘉（GIGABYTE）游戏本京东自营旗舰店,1, ,0,//item.jd.com/100012326044.html,0,0,i7,十代,0,15.6,20,100
联想,E14,4999,5000,100,8G,1152G, ,ThinkPad京东官方自营旗舰店,1, ,0,//item.jd.com/58649233536.html,0,0,i5,十代,0,14,800,94
联想,小新Air14,4699,2000,200,8G,256G,MX350,联想航电授权专卖店,0, ,0,//item.jd.com/27933001184.html,0,0,i7,十代,0,,100,98
联想,X1,16699,,,16G,512G,GTX1050,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100000328968.html,0,0,i9, ,1,15.6,1000,95
机械师,浩空T90Plus,8399,,,8G,512G, ,机械师京东自营旗舰店,1, ,0,//item.jd.com/100006691547.html,0,0,i7,十代,0,17.3,70,96
华为,无线鼠标+晒单送双肩包！~京仓发货,6388,,,16G,512G, ,华为德信专卖店,0, ,0,//item.jd.com/68703750867.html,0,1,i5, ,1,,60,100
宏碁,都是十代酷睿i7,3999,3000,300,8G,55G, ,Acer宏碁旗舰店,0,2G,0,//item.jd.com/40667306498.html,0,1,i7,十代,0,15.6,400,93
联想,扬天V15,3299,3000,300,8G,1024G,MX110,联想扬天京东自营授权旗舰店,1,2G,0,//item.jd.com/61216591842.html,0,1,i5, ,0,15.6,60,100
戴尔,i5-5200U/8G/240G固态/轻薄2G独显6月开门红：限时6.1~6.2领大额券下单额外赠送散热器+系统U,1968,1000,30,8G,, ,聚惠二手电脑专营店,0,2G,0,//item.jd.com/13892806079.html,1,1,i5, ,0,,600,95
联想,扬天V110-15/14,2198,,,4G,128G, ,联想天佑专卖店,0,2G,0,//item.jd.com/31155959262.html,0,1,i5, ,0,,50,95
华硕,Vivobook14,4399,,,8G,1024G,MX230,clife旗舰店,0,2G,0,//item.jd.com/28637832384.html,0,1,i5,十代,0,,500,94
华为,MateBookX,13399,,,16G,1024G, ,华为千百回专卖店,0, ,0,//item.jd.com/67732963479.html,0,1,i7,十代,1,13.9,5,100
雷神,五代新911,8699,,,16G,1024G,GTX1660,雷神京东自营官方旗舰店,1, ,0,//item.jd.com/100003885507.html,0,0,i7,五代,0,16.6,900,96
联想,X240,1299,,,8G,128G, ,雷纽二手商品专营店,0, ,0,//item.jd.com/51355738851.html,1,0,i5, ,1,12.5,300,96
神舟,神舟战神K670C/K670/K680,2999,3000,300,8G,512G,MX250,神舟游戏本专卖店,0, ,0,//item.jd.com/32301128583.html,0,0,, ,0,,500,96
机械革命,机械革命X10Ti-S,8499,5000,500,8G,, ,机械革命授权专卖店,0, ,0,//item.jd.com/46071823970.html,0,1,i7,十代,0,17.3,70,91
宏碁,N4200,2699,,,4G,128G,MX250,宏碁宏广世纪专卖店,0, ,0,//item.jd.com/30288354202.html,0,0,,十代,0,13.3,90,93
Apple,,4288,6999,120,8G,256G, ,优创二手电脑专营店,0, ,0,//item.jd.com/29870968292.html,1,0,i5, ,0,13.3,100,98
戴尔,灵越5493,4499,,,16G,1024G, ,戴尔天赐专卖店,0,2G,0,//item.jd.com/24217778538.html,0,1,i5,十代,0,14,100,100
华硕,飞行堡垒7,6179,2000,5,8G,512G, ,华硕电脑官方旗舰店,0, ,0,//item.jd.com/65651634499.html,0,0,R7, ,0,15.6,60,96
联想,X390,9699,2000,100,16G,512G, ,ThinkPad京东自营旗舰店,1,4G,0,//item.jd.com/100009906660.html,0,0,i7, ,0,13.3,900,92
联想,ThinkBook14s,3999,,,8G,512G, ,ThinkPad京东官方自营旗舰店,1, ,0,//item.jd.com/69613642452.html,0,0,R5,一代,0,14,200,97
惠普,星14,2399,2000,300,8G,, ,惠普赞晓专卖店,0, ,0,//item.jd.com/12513857965.html,0,0,, ,0,14,500,97
华为,MateBook14,6388,,,16G,512G,MX350,华为千百回专卖店,0, ,0,//item.jd.com/55786476684.html,0,0,i5,十代,1,,1100,98
华为,MateBookD,3999,,,8G,512G, ,华为千百回专卖店,0, ,0,//item.jd.com/62542227740.html,0,2,R5, ,0,14,300,96
联想,小新15,3099,3000,300,8G,512G, ,联想电脑授权专卖店,0, ,0,//item.jd.com/12740925453.html,0,0,R5, ,0,15.6,400,94
联想,拯救者r7000,4789,5000,600,8G,256G, ,联想电脑授权专卖店,0,4G,0,//item.jd.com/31016880756.html,0,0,R5, ,0,15.6,600,95
联想,扬天S550,3299,2000,200,12G,512G, ,联想众信商用专卖店,0,2G,0,//item.jd.com/64933729135.html,0,1,i5, ,0,14,500,97
联想,x240,1099,1999,50,4G,128G, ,壹号二手商品专营店,0,8G,0,//item.jd.com/37406096651.html,1,0,i3,四代,0,14,600,97
